id,claim_topic,evidence_text,stance,source,url
609,Does treatment with radioactive agents help with pain in chronic inflammatory joint disease?,"Claim: Does treatment with radioactive agents help with pain in chronic inflammatory joint disease? | Finding: Depending on the cause of the pain, radiosynoviorthesis can lead to considerable pain reduction, as confirmed by a 2009 review. However, it is not proven whether the treatment is more effective than cortisone treatment.",supports,Medizin Transparent,https://www.medizin-transparent.at/radiosynoviorthese-mit-radioaktivitaet-gegen-schmerzen-in-den-gelenken/
610,Does frequent porn use reduce gray matter volume in the brain?,Claim: Does frequent porn use reduce gray matter volume in the brain? | Finding: The study is not powered to examine the long-term effects of pornography on the brain and other studies on this were not found.,uncertain,Medizin Transparent,https://www.medizin-transparent.at/kostet-porno-hirnsubstanz/
611,Can the active ingredient acetyl salicylic acid (ASA) protect against cancer?,"Claim: Can the active ingredient acetyl salicylic acid (ASA) protect against cancer? | Finding: Taking ASA daily for several years seems to be able to reduce the risk of dying from cancer somewhat. However, it increases the risk of severe internal bleeding and stomach problems.",supports,Medizin Transparent,https://www.medizin-transparent.at/vorteil-von-aspirin-ass-im-kampf-gegen-krebs-unklar/
612,Is tick-borne tick-borne encephalitis (TBE) much milder in children than in adults?,"Claim: Is tick-borne tick-borne encephalitis (TBE) much milder in children than in adults? | Finding: Current studies suggest that TBE is probably associated with milder symptoms in children than in adults. Permanent damage is also less frequent in younger patients. However, TBE can also have severe health consequences in children in individual cases.",supports,Medizin Transparent,https://www.medizin-transparent.at/fsme-nach-zeckenstich-ein-kinderspiel/
613,"Does treatment with cyanoacrylate (for example, Sapheon Venaseal™) help against varicose veins as well or better than other methods?","Claim: Does treatment with cyanoacrylate (for example, Sapheon Venaseal™) help against varicose veins as well or better than other methods? | Finding: To date, there are no results from clinical studies on this method. The efficacy in comparison with other treatments is therefore unclear.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/krampfadern-mit-superkleber-heilen/
614,"Did oseltamivir (Tamiflu®) or other neuraminidase inhibitors help reduce deaths from the H1N1 influenza virus (""swine flu"" virus)?","Claim: Did oseltamivir (Tamiflu®) or other neuraminidase inhibitors help reduce deaths from the H1N1 influenza virus (""swine flu"" virus)? | Finding: Previously published analyses of data from the H1N1 influenza (""swine flu"") pandemic period are of insufficient quality to answer this question.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/tamiflu-wirknachweis-bei-schweinegrippe-unglaubwuerdig/
615,Is aluminum intake responsible for the development of Alzheimer's disease?,"Claim: Is aluminum intake responsible for the development of Alzheimer's disease? | Finding: Scientific studies cannot prove with certainty a connection between the metal aluminum and the disease Alzheimer, but they cannot exclude it either.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/vergesslich-durch-aluminium/
616,Can regular exercise prevent or relieve migraine symptoms?,"Claim: Can regular exercise prevent or relieve migraine symptoms? | Finding: In some, but not all, studies, regular exercise seems to at least somewhat reduce the pain intensity of future migraine attacks. Whether the frequency of migraine attacks can also be reduced cannot be assessed with certainty. for this, larger, better validated studies would have to be conducted.",supports,Medizin Transparent,https://www.medizin-transparent.at/kann-sport-migrane-vorbeugen/
617,Does less than 7h of sleep daily increase mental performance?,Claim: Does less than 7h of sleep daily increase mental performance? | Finding: Two small randomized-controlled studies indicate that mental performance decreases with the number of sleepless hours per night and the number of nights with insufficient sleep. No single scientific study provides evidence of an increase in mental performance due to shorter sleep duration.,refutes,Medizin Transparent,https://www.medizin-transparent.at/schlaf-und-intelligenz/
618,Does regular intake of extra virgin olive oil protect against coronary heart disease such as heart attack?,"Claim: Does regular intake of extra virgin olive oil protect against coronary heart disease such as heart attack? | Finding: Regular consumption of cold-pressed olive oil may possibly prevent coronary heart disease. However, direct evidence is still pending.",supports,Medizin Transparent,https://www.medizin-transparent.at/olivenol-nur-wohlschmeckend-oder-auch-gesund-furs-herz/
619,Do frequent ejaculations have a protective effect against prostate cancer?,"Claim: Do frequent ejaculations have a protective effect against prostate cancer? | Finding: A cohort study suggests that more frequent ejaculations starting at age 40, or over a lifetime, could potentially lower the risk of prostate cancer. This is not exclusive to ejaculations from masturbation, but from any sexual activity.",supports,Medizin Transparent,https://www.medizin-transparent.at/prostatakrebsselbstbefriedigung/
620,Does condom use cause depression in women?,Claim: Does condom use cause depression in women? | Finding: A study examining exactly this question was not found. Some scientific works with a broad question rather lead to the conclusion that there is no connection between depression and condom use.,uncertain,Medizin Transparent,https://www.medizin-transparent.at/mit-kondom-ins-unglueck/
621,Do today's children have a shorter life expectancy than their parents?,"Claim: Do today's children have a shorter life expectancy than their parents? | Finding: Obesity and physical inactivity are increasing risk factors worldwide that can shorten life. In 2005, a study from the USA concluded that life expectancy could be reduced by 3 to 9 months when these risks were included.",supports,Medizin Transparent,https://www.medizin-transparent.at/das-kurze-leben-des-uebergewichtigen-nachwuchses/
622,Do rising temperatures and CO2 levels increase the risk of pollen allergy?,"Claim: Do rising temperatures and CO2 levels increase the risk of pollen allergy? | Finding: Rising temperatures and increased CO2 concentrations cause plants to produce larger amounts of pollen over a longer period of time. However, it is unclear whether larger amounts of pollen and a longer pollen season increase the likelihood of developing pollen allergy.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/pollenallergie-klimawandel-schuld/
